query,P_10,P_100,P_1000,P_15,P_20,P_200,P_30,P_5,P_500,Rprec,bpref,gm_map,iprec_at_recall_0.00,iprec_at_recall_0.10,iprec_at_recall_0.20,iprec_at_recall_0.30,iprec_at_recall_0.40,iprec_at_recall_0.50,iprec_at_recall_0.60,iprec_at_recall_0.70,iprec_at_recall_0.80,iprec_at_recall_0.90,iprec_at_recall_1.00,map,num_q,num_rel,num_rel_ret,num_ret,recip_rank,runid
all,0.0027,0.0020,0.0012,0.0036,0.0033,0.0017,0.0040,0.0000,0.0016,0.0042,0.0055,0.0001,0.0089,0.0070,0.0055,0.0007,0.0005,0.0005,0.0003,0.0003,0.0001,0.0001,0.0001,0.0016,75,1600,93,75000,0.0054,Log10TfIdfModel_Bo1bfree_d_3_t_10
