query,P_10,P_100,P_1000,P_15,P_20,P_200,P_30,P_5,P_500,Rprec,bpref,gm_map,iprec_at_recall_0.00,iprec_at_recall_0.10,iprec_at_recall_0.20,iprec_at_recall_0.30,iprec_at_recall_0.40,iprec_at_recall_0.50,iprec_at_recall_0.60,iprec_at_recall_0.70,iprec_at_recall_0.80,iprec_at_recall_0.90,iprec_at_recall_1.00,map,num_q,num_rel,num_rel_ret,num_ret,recip_rank,runid
all,0.0667,0.0088,0.0010,0.0480,0.0393,0.0047,0.0271,0.1147,0.0019,0.3200,0.3200,0.1005,0.4432,0.4432,0.4432,0.4432,0.4432,0.4432,0.4365,0.4365,0.4365,0.4365,0.4365,0.4392,75,80,72,73601,0.4419,PL2c1.0
