query,P_10,P_100,P_1000,P_15,P_20,P_200,P_30,P_5,P_500,Rprec,bpref,gm_map,iprec_at_recall_0.00,iprec_at_recall_0.10,iprec_at_recall_0.20,iprec_at_recall_0.30,iprec_at_recall_0.40,iprec_at_recall_0.50,iprec_at_recall_0.60,iprec_at_recall_0.70,iprec_at_recall_0.80,iprec_at_recall_0.90,iprec_at_recall_1.00,map,num_q,num_rel,num_rel_ret,num_ret,recip_rank,runid
all,0.0907,0.0444,0.0114,0.0933,0.0873,0.0299,0.0733,0.1120,0.0180,0.0811,0.0570,0.0335,0.2761,0.1759,0.1282,0.1017,0.0864,0.0573,0.0415,0.0248,0.0125,0.0068,0.0056,0.0698,75,1600,852,74137,0.2416,TF_IDF
