query,P_10,P_100,P_1000,P_15,P_20,P_200,P_30,P_5,P_500,Rprec,bpref,gm_map,iprec_at_recall_0.00,iprec_at_recall_0.10,iprec_at_recall_0.20,iprec_at_recall_0.30,iprec_at_recall_0.40,iprec_at_recall_0.50,iprec_at_recall_0.60,iprec_at_recall_0.70,iprec_at_recall_0.80,iprec_at_recall_0.90,iprec_at_recall_1.00,map,num_q,num_rel,num_rel_ret,num_ret,recip_rank,runid
all,0.0467,0.0085,0.0010,0.0329,0.0267,0.0050,0.0209,0.0720,0.0021,0.1000,0.0967,0.0453,0.2131,0.2131,0.2131,0.2131,0.2131,0.2131,0.2065,0.2065,0.2065,0.2065,0.2065,0.2089,75,83,78,74229,0.2114,TF_IDF
