query,P_10,P_100,P_1000,P_15,P_20,P_200,P_30,P_5,P_500,Rprec,bpref,gm_map,iprec_at_recall_0.00,iprec_at_recall_0.10,iprec_at_recall_0.20,iprec_at_recall_0.30,iprec_at_recall_0.40,iprec_at_recall_0.50,iprec_at_recall_0.60,iprec_at_recall_0.70,iprec_at_recall_0.80,iprec_at_recall_0.90,iprec_at_recall_1.00,map,num_q,num_rel,num_rel_ret,num_ret,recip_rank,runid
all,0.0760,0.0445,0.0113,0.0764,0.0733,0.0308,0.0676,0.0880,0.0180,0.0698,0.0482,0.0278,0.2471,0.1586,0.1187,0.0993,0.0844,0.0573,0.0438,0.0299,0.0138,0.0069,0.0061,0.0671,75,1600,846,75000,0.2229,PL2c1.0_Bo1bfree_d_3_t_10
